,number,value,datetime_start,datetime_complete,duration,params_dropout,params_learning_rate,params_num_layers,params_rnn_type,params_units,user_attrs_pruned,user_attrs_training_time,state
109,109,0.4101314962924103,2025-02-02 01:08:10.083143,2025-02-02 01:11:02.963980,0 days 00:02:52.880837,0.4,0.007086958488297018,2,GRU,96,,172.81660151481628,COMPLETE
110,110,0.2638346237014817,2025-02-02 01:11:02.964267,2025-02-02 01:15:42.916901,0 days 00:04:39.952634,0.30000000000000004,0.00010558691859862473,1,GRU,64,,279.9094657897949,COMPLETE
111,111,0.26170884966209695,2025-02-02 01:15:42.917180,2025-02-02 01:17:50.050599,0 days 00:02:07.133419,0.0,0.0005228938169298937,1,GRU,32,,127.09415555000305,COMPLETE
112,112,0.26183823034125614,2025-02-02 01:17:50.050862,2025-02-02 01:19:44.016599,0 days 00:01:53.965737,0.0,0.0002499038004667078,1,GRU,32,,113.92605924606323,COMPLETE
113,113,0.259687884602297,2025-02-02 01:19:44.016863,2025-02-02 01:21:26.386312,0 days 00:01:42.369449,0.0,0.0004539118954502812,1,GRU,32,,102.33029651641846,COMPLETE
114,114,0.2703897166367835,2025-02-02 01:21:26.386577,2025-02-02 01:23:19.444750,0 days 00:01:53.058173,0.0,0.00022295439273597382,1,LSTM,32,,113.01977324485779,COMPLETE
115,115,,2025-02-02 01:23:19.445015,2025-02-02 01:24:59.719555,0 days 00:01:40.274540,0.30000000000000004,0.00010050880727974078,1,LSTM,96,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.71 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 765.56 MiB is allocated by PyTorch, and 12.20 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
116,116,0.2718877004650914,2025-02-02 01:24:59.719738,2025-02-02 01:26:32.573499,0 days 00:01:32.853761,0.4,0.0007940060012393171,1,LSTM,32,,92.81494307518005,COMPLETE
117,117,,2025-02-02 01:26:32.573763,2025-02-02 01:29:01.300520,0 days 00:02:28.726757,0.1,0.00012282781348209513,3,GRU,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.95 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.19 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 997.60 MiB is allocated by PyTorch, and 11.98 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
118,118,0.26750829056496817,2025-02-02 01:29:01.300701,2025-02-02 01:31:06.264698,0 days 00:02:04.963997,0.0,0.00047706855997083243,2,GRU,32,,124.92103886604309,COMPLETE
119,119,0.26106159398487083,2025-02-02 01:31:06.264964,2025-02-02 01:32:29.853510,0 days 00:01:23.588546,0.2,0.00034763202365291536,1,GRU,64,,83.54521036148071,COMPLETE
120,120,0.26143865085658485,2025-02-02 01:32:29.853788,2025-02-02 01:34:04.042594,0 days 00:01:34.188806,0.2,0.0001490828024384451,1,GRU,32,,94.14935660362244,COMPLETE
121,121,0.2619439555474311,2025-02-02 01:34:04.042869,2025-02-02 01:37:20.657697,0 days 00:03:16.614828,0.0,0.0005907115016593938,1,GRU,32,,196.57510900497437,COMPLETE
122,122,0.2781358112193468,2025-02-02 01:37:20.657967,2025-02-02 01:39:19.213203,0 days 00:01:58.555236,0.0,0.0005384399614199762,1,GRU,32,,118.51572728157043,COMPLETE
123,123,,2025-02-02 01:39:19.213469,2025-02-02 01:41:47.574544,0 days 00:02:28.361075,0.0,0.0006374578572050125,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 1.03 GiB is allocated by PyTorch, and 11.92 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
124,124,0.26779606760207086,2025-02-02 01:41:47.574719,2025-02-02 01:43:24.994191,0 days 00:01:37.419472,0.1,0.0004479599365568956,1,GRU,32,,97.3798418045044,COMPLETE
125,125,0.26332372264894793,2025-02-02 01:43:24.994462,2025-02-02 01:47:56.399574,0 days 00:04:31.405112,0.0,0.00022077393593928694,1,GRU,32,,271.3653166294098,COMPLETE
126,126,0.2641663019641411,2025-02-02 01:47:56.399845,2025-02-02 01:50:38.407009,0 days 00:02:42.007164,0.2,0.00011160210432394164,1,GRU,32,,161.96777534484863,COMPLETE
127,127,0.26137434040814894,2025-02-02 01:50:38.407285,2025-02-02 01:52:31.699036,0 days 00:01:53.291751,0.0,0.00014537005885897008,1,GRU,64,,113.24775552749634,COMPLETE
