,number,value,datetime_start,datetime_complete,duration,params_dropout,params_learning_rate,params_num_layers,params_rnn_type,params_units,user_attrs_pruned,user_attrs_training_time,state
118,118,0.17776476280302708,2025-02-02 23:57:46.507394,2025-02-03 00:04:14.985246,0 days 00:06:28.477852,0.30000000000000004,0.0005790372871600691,3,GRU,128,,388.3846158981323,COMPLETE
119,119,0.19272202401848904,2025-02-03 00:04:14.985517,2025-02-03 00:08:32.642693,0 days 00:04:17.657176,0.4,0.0005640409050444461,3,GRU,128,,257.56401777267456,COMPLETE
120,120,,2025-02-03 00:08:32.642967,2025-02-03 00:17:08.471836,0 days 00:08:35.828869,0.5,0.0008606994043131746,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.02 GiB is allocated by PyTorch, and 5.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
121,121,0.17702298976626504,2025-02-03 00:17:08.472013,2025-02-03 00:27:18.973425,0 days 00:10:10.501412,0.30000000000000004,0.0006795750660329402,3,GRU,128,,610.407217502594,COMPLETE
122,122,0.20160604902062154,2025-02-03 00:27:18.973696,2025-02-03 00:34:33.559426,0 days 00:07:14.585730,0.4,0.0007114282787974801,3,LSTM,96,,434.50983119010925,COMPLETE
123,123,,2025-02-03 00:34:33.559702,2025-02-03 00:41:22.534239,0 days 00:06:48.974537,0.1,0.0028075061192885204,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.13 GiB is allocated by PyTorch, and 5.53 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
124,124,0.17298314470588697,2025-02-03 00:41:22.534509,2025-02-03 00:50:39.687431,0 days 00:09:17.152922,0.4,0.0009214210441447119,3,GRU,128,,557.0457489490509,COMPLETE
125,125,0.17618212055762605,2025-02-03 00:50:39.687709,2025-02-03 00:57:42.277266,0 days 00:07:02.589557,0.4,0.0009131973887759126,3,GRU,128,,422.4984760284424,COMPLETE
126,126,0.32744965203054616,2025-02-03 00:57:42.277534,2025-02-03 00:59:44.254313,0 days 00:02:01.976779,0.30000000000000004,0.004313933678709504,3,GRU,128,,121.88324046134949,COMPLETE
127,127,0.19021994484707636,2025-02-03 00:59:44.254591,2025-02-03 01:02:54.246810,0 days 00:03:09.992219,0.5,0.0008537804492852198,3,GRU,128,,189.90082931518555,COMPLETE
